item_id,text,category,sub-category
2122,Free Speech. No to M-103.  Stop spreading of Islam in Canada. Stop converting Canada into an Islamic country.  Limit Muslim Immigrants into Canada. Limit Mosques in Canada.,social-group,muslim
2123,"There is no such thing as transgender! You are either male OR female!  You are born what you are, this transgender stuff is a big lie!",social-group,transgender
2124,What if they gave a war and nobody came?  Cheeto Jesus should invite Lil' Kim for a beer at the White House.,social-group,christian
2125,Oh and its nice to see that my earlier post calling Yakabuski out for serving up lightweight drivel got censored.,random,random
2126,"Wow, taking the 10 seconds to reply is quite the heroic feat. ",random,random
2127,The public is stupid. Thank God for leaders we have leaders like Justin Trudeau that can do all the thinkin' fer us.,moral,authority
2128,If you believe this girl you are utterly naive.,random,random
2129,Where are the stories about retail businesses owned by homosexuals(or LGBT)? They have to be raking in the money.,social-group,LGB
2130,"No, just Diversity. It's all he thinks about: Diversity, Diversity, Diversity, the answer to everything.",moral,fairness
2131,Ask the people of Paris who the real enemy is. JT would to get to the root cause of ISIS hatred. Well duh!,random,random
2132,"So Eugene IV's Cantate Domino is still in full force. It says that Jews are automatically going to Hell. No ifs, ands or buts.",social-group,jewish
2133,America's version of the roundup of German Jews by the jack-booted brown shirts in the 1940s has begun. There won't be a good ending to this white power charade.,social-group,jewish
2134,We shouldn't have to deal with your horseshit here. ,random,random
2135,"Mel, this is an adult discussion. Get somebody to press play on your Dora the Explorer DVD for you.",random,random
2136,"FOX News is left wing now, is it? Methinks someone need to re-assess their own biases.",random,random
2137,Except he hasn't put any fiscal brakes on. Go look at the numbers yourself instead of listening to the spin.,random,random
2138,"How sad, you show us how Catholic values can be twisted and skewed. Your comments are consistently sickening.",social-group,christian
2139,Muslims do not assimilate. Muslims infiltrate. It is called 'Hijrah' (jihad by immigration).,social-group,muslim
2140,Sure more immigrants. But none of the religion that dare not speak its name. Their numbers are starting to change the culture of the city for the worse. Ask any woman who dares to ride the metro after sunset.,random,random
2141,"Another Islamic attack, and still Obama and the left want to blame the symptom instead of the root of the problem. Come on Obama you can say it, let me help you: I-S-L-A-M-I-C    T-E-R-R-O-R-I-S-M",social-group,muslim
2142,"Yet these same groups look the other way when islam teaches it is O.K. to beat women, to rape women for not dressing properly, and allow the raping of non Islamic women!  The hypocrisy is staggering!",social-group,muslim
2143,"BLM has created a situation  where  gay white  men who show up  will be accused of being racists, If  gay white men don;t show up,  they will be accused of being racists.",social-group,LGB
2144,There will be a bloodbath in Israel of Jewish blood if the UN gets its way.  The Palestinians will make ISIS look like rank amateurs in how to kill lots of people.,social-group,jewish
2145,"Yes, this is outrageous what happened and the response, but to think that the differing reaction to similar acts by Muslims is hypocrisy is to ignore the fact that Musims don't vote for Trump while white bible-thumping hillbillies do.",social-group,muslim
2146,But why did the truck hate all those poor defenseless swedes.  Terrorist trucks could be lurking anywhere.   Thank goodness the truck wasn't Muslim.,social-group,muslim
2147,It's pretty sad that the Assistant Police Chief seems to accept that the scope of the term 'terrorism' is confined to terrorism carried out by Muslims.,social-group,muslim
2148,Lesbian trapped in a man's body!  Been one my whole life.,social-group,LGB
2149,True. Unless of course the skinhead said he was gay. Then it's bake baker bake.'  It's been explained too you multiple times by multiple people why this argument you keep attempting is false. So why do you keep attempting it?,social-group,LGB
2150,"RD, so anyone who disagrees with you is 'slope headed?'  I haven't seen the geometry of your noggin, but, what ever it is, it hasn't helped you make logical, honest, or Christian posts.",social-group,christian
2151,"Dress up an invasion any way you want, tovarich. Are you still upset about our winning Eurovision song?",random,random
2152,"Democrats, RINO's and atheists won't be happy until they have destroyed conservatives and christians.",social-group,christian
2153,What does Harper have to do with Trudeau not bothering to even show up a a service for 6 Canadians who were victims of a terror attack because they were white Canadian Christians? Trudeau's supposed to be in charge right ?,random,random
2154,This is a great example of how badly catechized too many Catholics are.   And yet it doesn't slow their typing.    A 'liturgist'.,social-group,christian
2155,"Your prejudice is showing. Rather blatently. And perhaps you need to search the net before making statements. A Google search of John Hopkins and transgendered surgery states that as of last year, starting a program for transgender surgery. I guess they don't agree anymore with Dr.McHugh.",social-group,transgender
2156,"If they feel hurt by it, why do they keep on doing it? Is peer pressure actually that overwhelming that it turns off the brain?",random,random
2157,"I am sure they are just like other government workers, doing their jobs at the pleasure of the government with no obvious political stance in their work, but I guess being non-partisan is not really in your vocabulary.",moral,authority
2158,Name one Islamic country where gays can live as freely as they do in Western countries... including the ones with large 'evangelical' populations and I'll call you a liar.,social-group,LGB
2159,"Religious people are supposed to be snide, base their presumptions off of feeling and not fact, and try to cram their beliefs down everyone's throat.  Oh god, I just described the Transgendered movement",social-group,transgender
2160,"Transgendered need treatment, NOT political correctness.  No matter how hard you want to be to be a male…after operation after operation…and what your family and friends do to collude with your fantasy....if your DNA says, female, you are FEMALE!",social-group,transgender
2161,Women like men who can take care of themselves. Like Justin laying a beating on the Con Senator . Women like to be protected they don't care for cowering hiding in closets wimps. Seems like you do .,moral,care
2162,The world just laughs at Vancouver,random,random
2163,"Harper is dismantling the peace, order and good government that once was, he is guaranteeing that the left can never put it back together without natural resources extraction. Harper is very much remembering his base.",random,random
2164,Deficits funding transgender operations and military transgender policy studies.    Great.,social-group,transgender
2165,How wrong art thou? Let me count the ways:  (1) Qur'an doesn't order Muslims to kill people on the basis of belief (2) Qur'an says nothing about 72 virgins (3) Dismissing a book you haven't read as 'evil' without reading it--you clearly haven't read it--is stupid.,social-group,muslim
2166,"1 white guy, 1 muslim dead = WORLDWIDE HEADLINE NEWS  many muslims, many dead = shhh",social-group,muslim
2167,"American evangelicals, oddly, seem to love people getting killed.  But only after they're born, of course.",social-group,christian
2168,Liberal party agenda. raise taxes. increase spending pad our pockets screw the middle class,random,random
2169,"No.Not according to Obama himself, the Pentagon spokesman and John Kerry. But perhaps you have quotes from them to the contrary that support your absurd contention that you can share with us?",random,random
2170,What do you expect from a Liberal media shill.,random,random
2171,"And Strom Thurmond fathered a child at age 22 with a 17-year-old black girl.....and yet most would still consider him a racist.    Besides, it is possible to have no racist tendencies towards Jews and yet still look down at blacks.",social-group,jewish
2172,She is a 'blogger' not a journalist. This last piece will definitely not go 'viral'.Yawn...time for a popsicle.,random,random
2173,"Canadians tend to keep up with what is happening ... all over the world, but especially in the US, much, much more so than Americans do about the rest of the world or Canada. P.s. It ain't 1975 anymore, either.",random,random
2174,Didja notice how Cohen is a 'Jew' first and then an American?,social-group,jewish
2175,The Priestly Society of the Holy Cross is an association of Catholic diocesan priests which is integrally united to the Prelature of Opus Dei.'  Integrally united to  OD.  Same dangerous difference. A cult.,social-group,christian
2176,"Homosexuals see 'intrinsically disordered' and see it as applying to them. Not some amorphous 'homosexual tendency', but to them as homosexuals.   You are now spouting the tired old 'gay sex is icky'. If you don't like it, then don't do it.",social-group,LGB
2177,"No, trans folks are not having surgery in combat zones, but apparently a whole slew of men are taking ED drugs...to the tune of 84 million a year.  Why isn't the GOP demanding that little tax perk be shut down?",social-group,transgender
2178,You've asked for another office to be set up.  How nice.  Let us know when that happens.  Some Catholics are young enough they might still be alive and even give a d***.,social-group,christian
2179,"Defund organizations that discriminate against Love Saxa. It is a Catholic Institution and should follow Catholic tenets. If the priests in charge, do not enforce this, summarily remove them",social-group,christian
2180,"When BLM accused the white gay men of Toronto , who started Pride in 1981, a bunch of racists and oppressor class white supremacist, NOBODY came to their defense.  Being gay is one thing, but being white negates that.",social-group,LGB
2181,Right next to the part that says gays and lesbians can marry.  And right next to the part that says the word 'Penalty' means 'Tax' in Obamacare.,social-group,LGB
2182,She looks transgendered.  So they let her get away from robbing 2 banks and still walking? Wow.,social-group,transgender
2183,Absolute nonsense.  Where do you get this stuff? Trump has as much to do with White Supremacy  as Obama with radical Islamic terrorists.,social-group,muslim
2184,"The PM's role is leadership, not facilitation and not equivocation. His father understood that. Pierre cared not a whit what his critics thought. You may not have agreed with him, but no one doubted he was in charge.",moral,authority
2185,"David K: I agree, what a manufactured issue....",random,random
2186,The time has come to profile in London as well as the United States.  Israel has been profiling for years and the incidents of terrorism has dropped significantly.  The Muslim ban must take place until they can be vetted properly and carefully.  It's just common sense.,social-group,muslim
2187,"The rabid right have done most of the crying and screaming this year...it's how Trump got in. He convinced the voters that the US was in terrible shape, and that white Christians were an endangered species...",social-group,christian
2188,Sorry to fill you in on the big secret Jill but transgender issues are not about race.,social-group,transgender
2189,And why would anybody with a high calibre of leadership and knowledge touch Ontario with a ten foot pole ?,moral,authority
2190,"Cassandra: Now that you are mocked in the Trudeau stories, I see that you are hanging out with your second love i.e. jew bashing",social-group,jewish
2191,"You can put lipstick on a pig, but it's still a pig. And boy, is there ever a lot of lipstick on that pig! And rouge... And foundation... And hairspray. Even Carrot Top points at Harpo and laughs.",random,random
2192,"Take away his security clearance. Fraud and lying was used to.obtain it. He should go back to slum lording business. Does not belong in WH staff. NO,absolutely NO diplomatic experience.  Oh wait,he Jew.",social-group,jewish
2193,"They are no more united than the EU is. They are nations and each has its own way of looking at things, just as any other nation.",moral,loyalty
2194,Which is why we shouldn't give this right to any state. A government will always act in its own self interest.,moral,authority
2195,"All form of hate need to be eliminated racism, homophobia, Islamophobia, Anti-Semitism, discrimination against Transgenders. We must get behind Justin, Obama, Hillary and Premier Wynne and fight Trump and this racist Quebec law!",social-group,transgender
2196,I know! ISISists are EVERYWHERE!! Don't forget to check under your bed! (Harper has your broom closet covered) (lol),random,random
2197,"gender inequality, intolerance,'You espouse these views yourself, whenever the topic of gay rights comes up.Kinda makes you look like an idiot, defending intolerance then supporting it.",moral,fairness
2198,I hope for your sake that your na?vet? is feigned.,random,random
2199,"Just as pseudo Christians/ pseudo conservatives have destroyed the GOP, political correctness has destroyed liberalism.",social-group,christian
2200,More often it's Jews looking for more victim hood.,social-group,jewish
2201,"Try reading one of the many excellent books on the history of oppression of people under communist regimes and reflect privately Will China be front and centre as an oppressor? It's a terrible idea. What next, a monument to the victims of bullying!",random,random
2202,Any republican claiming the moral high ground because they oppose gay marriage and abortion should be reminded that they voted for a man who bragged about grabbing women by their pu$$ies and whose wife has posed naked for a lesbian photo shoot!,social-group,LGB
2203,"SNC lobbied the Prime Minister, the Prime Minister pressured the Attorney General. The Attorney General said no. The Prime Minister removed this Attorney General. Enough of this political Mumbo jumbo.",random,random
2204,"So Hilary accepting millions from countries that still stone women to death, and kill people who are gay is acceptable? Again who is the whore in the house?",social-group,LGB
2205,Aren't Porta Potties transgender?,social-group,transgender
2206,Between radicalized white males and radicalized young Muslims we will have our hands full.,social-group,muslim
2207,"The only thing I'm worried about is if Malina goes home too early will tRump keep his hands to himself and not be grabbing under the table, or shoving his uncontrollable appetite into the women's bathroom.  Hey, he might get ahold of a transgender.",social-group,transgender
2208,"Geeez, you're thick, Rhyner.  It's the CHILDREN and their accepting parents that were interviewed by Oprah.  You're afraid of what transgender children have to say about their own sexuality?  Haha",social-group,transgender
2209,Need a lot of help? Aren't you of the Con school? Shouldn't people be paying their own way for their choices?,random,random
2210,"Uganda had the death penalty until 2013 when they moderated their stance and only sentence gay people to life in prison now. So, I guess you win, Duque, don't you?",social-group,LGB
2211,Just as I think that having to pay to give churches tax exempt status and pay for catholic education is a bloody disgrace. Unfortunately neither one of us gets to dictate what out taxes do and do not pay for. Its called a democracy.,social-group,christian
2212,Yippee!  What about questioning Trans Marxist kids? It’s all about inclusion.,social-group,transgender
2213,And how is your covenant of marriage ruined by the existence of gay marriage? Please elaborate on your persecution and oppression.,social-group,LGB
2214,"Do the one million GOVERNMENT WORKERS care? They delude themselves that they saved 100, 000 jobs from cuts If Wynne cannot decide to cut the credit ratings agencies, creditors and lenders will decide for her And it will hurt more when they do it",random,random
2215,"Preventing or opposing Jews from living in other territories or countries is racist, just as the Germans attempted to do. Palestinians claim that Jews will not be allowed to live in a future Palestinian state. Their racist bigoted endeavor should not be allowed to prevail.",social-group,jewish
2216,"The United States has never been a Christian nation.  The racism, bigotry and hate that exist here make that very clear.",social-group,christian
2217,That was ...... gay lol what are you woot wooting about???? Find some candy in your pocket?,social-group,LGB
2218,"That is textbook Grade 10 Marxism, and silly.",random,random
2219,"Right on! The Bible says bless a Jew and you will be blessed. Outremont may not know it, but they are very blessed by having the Jews in their community.",moral,purity
2220,Another attack by Islamists today in Pakistan killed at least 40. Comments are open in the article but my comment (which is perfectly civil) was deleted. Happens a lot. The censorship in this newspaper is being noticed by more and more readers. It's beyond ridiculous.,social-group,muslim
2221,"Personally, I don't agree with Kenney's politics or social values, but it would be interesting to see Alberta with its first gay Premier.  Definitely something to talk about.",social-group,LGB
2222,"well well well, look what the cat dragged in",random,random
2223,"What a rancid apologism for hate.  The two faccts 'omitted' are common knowledge, so why would hte article have to even mention either?  You, meanwhile, 'omit' mentioning that Russia hates gay people and treats them horrifically. So, that must mean your post is 'fake news', too, using your ... er, 'standards'.",social-group,LGB
2224,This little piggy should have stayed home,random,random
2225,"I did not write the Gospel.  Take it up with God.  I could state a person who suffers sexual attraction to children is nature, not choice and love is a right of nature.",social-group,christian
2226,Sir SAMUEL de CHAMPLAIN The (real) 'Father of Canada' (aka New-France) First Canadian Scientific (Premier Scientifique Québécois)/  Explorer/  Navigator/  Cartographer (he made the first accurate map of the coast)/  Geographer/  Ethnologist/  Diplomat/ Draughtsman/ Soldier/  Chronicler/openly Gay in Huronia Nation (Ontario)/  founded New France and Québec City in 1608  CHEERS to de CHAMPLAIN !,social-group,LGB
2227,"So what's up Scott, I guess this thinly veiled threat of violence is cool too since its directed at a trans person and not a real human.",social-group,transgender
2228,"The RCC is simply an institution bent on profit and power.'  There is a special place for those who malign the Church that Catholics hold dear, and a special ignominy in being once a Father of Church and saying such things.",social-group,christian
2229,No but it is funny that the Islamic terrorists are for the most part right wing followers.  They are conservatives.  Fact.,social-group,muslim
2230,"Didn't stop 'em from murdering millions of German Jews and Gypsies, however.  I quoted Goering in my previous post.  Like I said, the TRUE face of 'animal rights'.",social-group,jewish
2231,The obvious irony is that the slave trade was controlled by Jews and Jewish households were much more likely to own Slave's than non Jewish households,social-group,jewish
2232,"No matter what party each of us is from, no matter whether you agree or disagree with the nannies issue, can we all, together, please focus on important issues? There are so many, let's pick one and start working as a proud nation.",moral,loyalty
2233,Why aren't their islamic brothers taking them in?  Since when is it the West's responsibility to save muslims?  We can see around the world how well it works out when you allow islamists into your country!,social-group,muslim
2234,Be thankful this isn't in the states... Some bleeding heart liberal would be screaming the anti-bullying law infringes on the freedom of speech,random,random
2235,Trump is implementing his Muslim ban in steps.  This is 17% toward a Muslim ban.,social-group,muslim
2236,It's not just at the college campuses. How many newspapers are shutting down their comments section? How many comments are eliminated even though the comment makes no threat of harm.,random,random
2237,"right on, but privileged haoles moving to hawai'i maybe have more in common with colonizers than they do with an historically oppressed people like Jews.",social-group,jewish
2238,Canada was built on the 50% +1. Check out the history on how Newfoundland joined Canada and you will see they won the referendum with a 52% majority.,moral,loyalty
2239,You mean it was Richard's venue.,random,random
2240,"If my memory serves me well, it wasn't even legal back then when this happened for homosexuals to marry.",social-group,LGB
2241,"I think the biggest gay concentration is in Toronto not Montreal but that doesn't matter,because in Justinians mind doesn't concentrate on the foul taste in his mouth just take a deep breath and savor the sacrifice for the win.",social-group,LGB
2242,"Aw the child porn lovers come out to defend Flanagan, how touching..",random,random
2243,"There is an Alt-Left, the extreme left that sees 'racism, ethnophobia, islamophobia, misogyny, homophobia, transphobia, etc.' under every bed.  Both extreme fringes make the moderates look bad by association.",social-group,LGB
2244,"Since when is being trans gendered a sin?  There are no laws against same-sex marriage in the US anymore.  That ship has sailed, sister...",social-group,transgender
2245,Being respectful toward other people has been labeled 'political correctness' by those on the right. You have misunderstood the point.,moral,authority
2246,"Actually, gender reassignment is neither cheap nor easy. But what do you care? You have decided that psychological knowledge has not advanced in 50 years, which combined with your easy dismissal of the transgendered shows that you don't actually care about real people with real problems.",social-group,transgender
2247,Voting for Hillary and being Catholic is an oxymoron .  Abortion is an abomination in the eyes of God.,social-group,christian
2248,"I suppose you are right, DMOnt1. We could fall into that less aggrandizing, idyllic skill set where we say no Jews are still too many, and send them all back to die in the Holocaust.",social-group,jewish
2249,"All things are equal to all others'- you agree with that, you shouldn't even have children",moral,fairness
2250,"Meanwhile, on the military transgender front...",social-group,transgender
2251,This minisster is NO friend of the majority of taxpayers. Watchout please!,random,random
2252,"as a lesbian, a new parent ...' How is that even possible? Good God, don't tell me.",social-group,LGB
2253,I believe the close race has a lot to do with Hillary being a woman; not because many people can't stomach electing a woman president but because she's being judged by a different standard than if she were a man.,moral,authority
2254,"What was it Jesus said to 11 other men again? - 'You will all lose faith.' Those 11 went on to show themselves to be weak, cowards, unbelievers and..... the greatest saints of our Church.  'Can anything good come out of.... Germany?'",social-group,christian
2255,Another conservative family-values politician goes down again.  Interesting how almost all of these conservative family-values people eventually get caught with their pants down.  At least  he was  only a Baptist Deacon and not a Catholic priest or Catholic Bishop sexually molesting innocent little boys.,social-group,christian
2256,Back to the Supreme Court of Canada. The judge was correct. Make the Catholics pay for their own faith-based religucation.,social-group,christian
2257,So who are you to determine what forms of correction are legitimate? You must have some qualification beyond being a busybody liberal.,random,random
2258,Trump’s Navy Secretary On Transgender Troops: ‘Any Patriot’ Should Serve,social-group,transgender
2259,"...Trump's hateful ban of transgender troops weakens our nation...'  1st, his ban wasn't 'hateful'.  2nd, his ban strengthens our Military. 3rd, what the ban does weaken was the damage Barack Hussein Obama's hatred of our Military wrought.",social-group,transgender
2260,"There is no proof that this is the alt right.  It is equally possible that it is the  alt left.  Both groups hate jews. Furthermore, the latter hates Trump and would be happy to set him up for responsibility..",social-group,jewish
2261,"Oh, they will still blame the Jews, lots of their propaganda from the 1940s and beyond reminded people that the people who came up with communism were Jewish.",social-group,jewish
2262,"As a guy I have no problem who is using men's  washroom, but I can imagine that ladies may have an issue with it.  Realistically, the percentage of trans-gendered people is so mall that you have almost a zero chance of bumping into one in a washroom.",social-group,transgender
2263,Right and wrong actually exist. Comparing the systematic murder of over 6 million Jews alone to Elvis is beyond foolish. We don't need any 'dialogue' about Naziism.,social-group,jewish
2264,This is like those folks who disown any of their fellow religionists who get caught doing something wrong as 'not real Christians.',social-group,christian
2265,"And Satan's spawn using a church for the meeting no less. Church of Evil, from the sounds of it. Fake Christians. Death-dealers.",social-group,christian
2266,You'd feel safer in Afghanistan or Iraq or Pakistan than in Kansas?  The Vegas shooter was motivated by Christianity?   Or was Dylan Roof?  Just stop.   There is no Christian extremist movement on a crusade of killing people.,social-group,christian
2267,"ZayWhat, No harm to society as a result of open use of pot. But slow death for an economy based on slave wages.",random,random
2268,"thoughts and prayers', yeah that'll save a lot of lives",moral,care
2269,"Lesbians can only get pregnant with help from a MAN. You know, like one man - one woman?",social-group,LGB
2270,Are you bothered by imams preaching anti-Jewish bigotry in Canada? Probably not.,social-group,jewish
2271,"Hahahaha, you're quoting a right-wing Republican vice-president forced to resign in disgrace.     And stayed in disgrace: 'In 1976, he briefly reentered the public spotlight and engendered controversy with what Gerald Ford publicly criticized as 'unsavory remarks about Jews'.'",social-group,jewish
2272,"Wednesday May 17 is the international day against homophobia and transphobia, I encourage everyone to do something in their community to raise awareness of this issue!",social-group,LGB
2273,"liberals don't care about life, it is money and power",random,random
2274,"More importantly to be Canada's head of state you must have greater loyaLty to another country ,the UK.Sounds kinda crazy to me.",moral,loyalty
2275,"Good point, Javan. So very similar. A transsexual woman needing to pee or wanting to re-do her bouffant hair do is very much like a (presumably) straight man following little girls down the street.",social-group,transgender
2276,"Mel... educate yourself before posting drivel like that. The US didn't start the war in Vietnam, it was long started previously by the French.",random,random
2277,"Ya that 60% efficacy rate (at best, most years, slightly higher this year) will do wonders to keep everyone safe. I'm in favor of the flu shot for most, but nowhere near stupid enough to believe that it keeps me, and everyone around me, safe",moral,care
2278,"You're right about that.  Such good Catholics, they're as tribal as the Bundys.",social-group,christian
2279,Diversity! In everything but thought...,moral,fairness
2280,The worst hate mongering  apartheid countries  are Muslim.,social-group,muslim
2281,"Well, thank you, for identifying 'socialists' as the only ones who care about human rights. You could be right.",moral,fairness
2282,"Believe me, the gay community is not recruiting.  We have enough problems with our own voting liberal every chance they get.  If you aren't gay, don't worry, there is little hope to make you gay.  (But if you are a liberal, please become a conservative!)",social-group,LGB
2283,dome:  You are describing a he/she or she/he or Trans something.,social-group,transgender
2284,The Liberal Party of Canada thanks you for your loyal posting.,moral,loyalty
2285,Good!  White Christians are evil.,social-group,christian
2286,"B.C. citizens have finally seen the Right. That is, the so -called fake Liberal Right. Ontarians have seen the Right, too.",moral,fairness
2287,Your lack of Christian charity always amazes me.,social-group,christian
2288,Are you a muslim Alceste?,social-group,muslim
2289,"Another minion of Satan. Bergoglio (Lord Of Flies) Continues his usurpation. All who help the anti-Christ who currently occupies Saint Peter's throne, will answer for this blasphemy.  Repent or be damned.   in nomine eius",social-group,christian
2290,Belief in god is dying fast. Thank god.,moral,purity
2291,"The North Korean 'people' really don't have much say now, do they?  But yes...when we have a draft dodging, chickenhawk, wanna-be tough guy saber rattling and gambling with the lives of our military men and women...transgender, straight, or whatever...it doesn't help the situation...",social-group,transgender
2292,Patrick D'Aloisio aww! Are they making fun of your Imaginary Friend?,random,random
2293,"Very na?ve, I'm afraid.",random,random
2294,"Pandora, just because you suffer from the delusion that women are not second-class citizens in the Catholic Church does not mean that others share your folly. These women were protesting an injustice. What is awful is your objecting to it.",social-group,christian
2295,Paranoid'? People pointing out a clear advantage FOR this individual in a field of competition are 'paranoid'? Fairness is taught in ALL fields competition. At all levels. From youth to professional. There is clearly something wrong here. Otherwise create a transgender division.,social-group,transgender
2296,"Drug addiction is a malady, so compassion is warranted.",moral,care
2297,"It's no myth. Not only do they get paid quite well in Alberta but they are paid as 'independent contractors'-------------------------Ah. Not all tradespeople live in Alberta. That probably surprises you, though.",random,random
2298,@MMackinnon Yes in the Chretien and Martin years there was a more peaceful world... Terrorists would not have blown up WTC in 2001 just a few miles south of the Canadian border.,moral,care
2299,"There are other ways to protect your home - martial arts, for example",moral,care
2300,They still throw gays off buildings and stone women.,social-group,LGB
2301,Members of one religion bombing members of another...just as Christians killed Cathars or Catholics killed Protestants (and vice versa) years ago. Maybe absolute certitude that you are hearing the true teachings of God is not always a good thing.,social-group,christian
2302,"Excuse me, people of Jewish descent are not asian. That is absurd.",social-group,jewish
2303,"That's not exactly the reason why you were suspended though, is it?    From what I read, it was because of your open and supportive stance for gay marriage in defiance of Church teaching, your Twitter comments and activism....not because you are gay.",social-group,LGB
2304,An amazing shot when you consider that the person who took it is a transgendered aboriginal.,social-group,transgender
2305,"I presume a combat rosary saw service in Iraq or Afghanistan.  While Mary loves all the troops, I am not sure that Mary the Palestinian Jew would approve of any foreign occupation by an imperialist power, speaking of that other kind of Americanism.",social-group,jewish
2306,"I don't think you can compare Trump wanting to keep criminals and illegal migrants out of the country to Hitler's disgust for Jews. Btw, how many Syrians has Israel adopted?",social-group,jewish
2307,"Earlier this week, 56 retired generals and admirals came out against Trump's ban on transgender troops, arguing it would be disruptive and degrade military readiness.",social-group,transgender
2308,"Why would the daughter of a draft dodger, who has just slapped the face of every serving American transgendered person be chosen for a ceremonial task of honour?  Time to for the government to remove her from the guest list.",social-group,transgender
2309,I didn't know journalism degrees come in crackerjack boxes. This girl no doubt got hired for her looks.,random,random
2310,Damn that Trump!  Now he has turned blacks against Jews.,social-group,jewish
2311,"Those pharisees said Jesus was a cafeteria Jew.   I don't know why, cause  Jewish food is delicious (except that gefilte fish, oy gevalt, it's shreklekh).",social-group,jewish
2312,"Nobody should be force to speak french it is ridiculous. | Canada needs to be split into four separate countries: French, Native, Catholic and Agnostic.",social-group,christian
2313,Cannabis has been used to treat addiction to hard drugs -- might work for Nicholson and Toews as well ... we could only hope.,random,random
2314,GDP grew during the financial melt down of 2008 and onwards? Now who's drinking the coolaid.,random,random
2315,"Sure you want people to be damned. If you did not want it, you would reject Canatate Domino and accept Dignitatis Humanae.  Your God is a bigot. He sends Jews to hell for being Jews. How does this differ from the Nazis sending Jews to Buchenwald for being Jews?",social-group,jewish
2316,"Catholic social doctrine is not owned by the 'left'. The Church was established by Christ as a hierarchical institution, not an egalitarian one; and was empowered to determine right from wrong based on revealed truths, not epistemic relativism.",social-group,christian
2317,hes way too smart. (the bar is low),random,random
2318,"No right minded person would want to enter those places, unless they were Muslims, what they call a place of worship is frankly a place to breed fear and judge people.",social-group,muslim
2319,"Shame, indeed!  But Christians don't think laws apply to them.  You know, 'religious freedom' and all.  'Render unto Caesar. . . '  Oh, never mind.",social-group,christian
2320,"Target still hasnt recovered since their stock tanked after implementing their store's gun free status, and Obama's transgender bathroom nonsense.  How could this 'news story' ignore that 10,000 pound elephant in the room?",social-group,transgender
2321,"Utilitas, you keep insisting that all Trump voters are not racists.  Yet you are saying all Muslims are terrorists.  Do you see a problem here?",social-group,muslim
2322,Anti Muslim name????? How exactly is defending France against invading moors in 729AD 'Anti Muslim'?,social-group,muslim
2323,When you start worrying about the 'human rights' of terrorists.................,random,random
2323,When you start worrying about the 'human rights' of terrorists.................,moral,fairness
2324,Yes that's right. Only you and Fanfret know the path to truth. Which of course is why we dont need a referendum. Because we have Liberal Party hacks and spinners like you guys to design a new system for us.,moral,fairness
2325,"The truth hurts, don't it, Barry?",random,random
2326,"If Trump's goal was to ban all Muslims, why does his executive order apply to only 1% of the Muslims in the world?",social-group,muslim
2327,Don't think all black gay guys agree with BLM.  But because of the colour of their skin they are ignored by  media politicians and even BLM.,social-group,LGB
2328,"More treacherous than Nixon?  Yet, the outgoing tyrant called white, christian, conservative a domestic terror threat.  Hey, Berstein, GPS!",social-group,christian
2329,"No, because Muslims don't let their women out of the home.  They also don't have gender fluidity.  Therefore, the only option is a manhunt.",social-group,muslim
2330,Canada was established on Biblical principles.,moral,purity
2331,What Quebec wants is Chinese immigrants who drop off half a $-million on their way to Vancouver.,random,random
2332,"True, we can just ask gays their experience and then trust them when they provide it. Sexual morality is for them, not for God. What bothers you more is not their morality but the public authority of the Church hierarchy, which God does not care about.",social-group,LGB
2333,"He was getting fresh with the transgender woman, and she said 'Cut it out!'",social-group,transgender
2334,"The fact that this person is transgendered shouldn't matter. The real question should be, can she do the job?",social-group,transgender
2335,"I think Mr. Khan covered it pretty well.  In later interviews, Mrs.Khan addressed Mr. Trump's claim that she 'was a Muslim woman and, therefore, wasn't allowed to speak.'  Mr. Trump reminds me of the old 'Limbo Rock' lyrics..........'how low can you go?'",social-group,muslim
2336,If probably more than half the priests are gay why are they against gay people and their marriage rights? Are they angry they can't gay marry?,social-group,LGB
2337,Liberals are still crying over the fact that Mateen wasn't a white Christian.,social-group,christian
2338,"As a Canadian trans woman living from time to time in the US I am feeling very vulnerable, and very angry. Thank you for stating this so well.",social-group,transgender
2339,"OH NO! The snowflakes will have to pay for their education of black studies, women's studies and transgender studies! Oh the humanity!  The good news is that a degree in transgender studies will ABSOLUTELY help you get into a profession paying $150K year.",social-group,transgender
2340,"Seth.. Good comment. I am very happy to see that there are some honest, capable people out there trying to help Ontario save itself from the largely left wing disaster called renewable energy.",moral,care
2341,"Don't worry. Trump has already played the transgender card to please his base. He's got GLB remaining, as well. If the heat gets too high for Trump, if he's not feeling the love, he'll make sure Hillary Clinton does the perp walk. The ratings on Fox will be yuuuge.",social-group,transgender
2342,"Gay rights are more than marriage. But yes, if you are against gay marriage, you're a bigot. And you are a bigot. Roskell.",moral,fairness
2343,Why not post the names of the adults? Must've been another Christian hate group.,social-group,christian
2344,"Ad absurdum much? 6 million Jews, not arguable. 6 billion sperm? very arguable.",social-group,jewish
2345,Great writing. As an ex parrot... er.. christian - it's good to hear of good sense in amongst the adoring patness.,social-group,christian
2346,"I think the G&M gets these 'articles' for free - and the authors thereby obtain a soap box for their pet diatribes, mostly uninformed !",random,random
